Created Time,Last Modified Time,Company Name,Salutation,First Name,Last Name,Phone,Currency Code,Status,Bank Account Payment,Portal Enabled,Billing Address,Billing Street2,Billing City,Billing State,Billing Country,Billing Code,GST Treatment,GST Identification Number (GSTIN),EmailID,Country Code,MobilePhone,Place Of Contact,Place of Contact(With State Code)
2024-02-12 11:31:24,2024-02-22 14:28:49,Fastline Computers,,,,,INR,Active,false,false,"Al Kharan, Ras Al Khaima",,,Ras al-Khaimah,United Arab Emirates,29392,overseas,,info@fastlinecomputers.com,+971,501905617,,
2024-02-13 17:43:05,2024-02-15 09:56:54,R3 Media Solutions,,,,,INR,Active,false,false,Sharjah,,,Sharjah,United Arab Emirates,,overseas,,r3medias@gmail.com,+971,526974494,,
2024-02-15 14:23:20,2024-02-24 09:22:03,SHAASTEC International General Contracting Co.,,,,,INR,Active,false,false,"Office No: 2, Floor No: 10, Block: 45",,Almuthanna street,Al Kuwayt,Kuwait,,overseas,,shaastec@gmail.com,+965,90942193,,
2024-02-26 10:43:52,2024-03-02 16:45:13,DO TECH Equipment Trading Company W.L.L,,,,+974 669 68 161,INR,Active,false,false,,,,Ad Dawhah,Qatar,,overseas,,nithish@cactusprosoft.com,,,,
2024-03-04 22:38:11,2024-03-04 22:40:43,Medilife Healtcare Group,,,,,INR,Active,false,false,"Damac XL Tower
1704, Business bay",,,Dubai,United Arab Emirates,,overseas,,drnavas@medilifeglobal.com,+971,582759999,,
2024-03-06 15:21:02,2024-03-06 15:27:13,PENCO MARBLES & GRANITES,,,,,INR,Active,false,false,"Thrissur Road, Kanippayoor P.O, Kunnamkulam",,Thrissur,Kerala,India,680517,business_gst,32AADFP0764D1ZQ,pencomarblesinfo@gmail.com,+91,9446091580,KL,32-Kerala
2024-03-07 16:44:34,2024-03-10 10:09:53,Dimah H Arabia Contracting Co.,,,,,INR,Active,false,false,Al Khobar,,,Ash Sharqiyah,Saudi Arabia,,overseas,,rafi@kleancarehygiene.com,,,,
2024-03-08 21:22:03,2024-03-18 22:51:48,Jet shipping Ltd,,,,,INR,Active,false,false,27 East Paddock Court,,Northampton,Northamptonshire,United Kingdom,NN38LF,overseas,,jetshipping22@gmail.com,+44, 7883 638102,,
2024-03-16 19:59:53,2024-03-16 19:59:53,IBRAHIM NASERI GROUP,,,,,INR,Active,false,false,P3-02-01 Meraas Alseef,,Dubai,Dubai,United Arab Emirates,,overseas,,rashid.design29@gmail.com,,,,
2024-03-17 16:58:43,2024-03-17 16:58:43,Office Equipment Company LLC,,,,,INR,Active,false,false,P.O. Box No : 90,,Salalah,Masqat,Oman,211,overseas,,abinbabu.c@gmail.com,+91, 96056 85964,,
2024-03-19 12:27:26,2024-03-19 12:27:26,Light Magic Electrical Service L.L.C,,,,,INR,Active,false,false,Deira,,Dubai,Dubai,United Arab Emirates,,overseas,,info@lightmagicglobal.com,+971,504112679,,
2024-03-22 23:37:23,2024-03-22 23:37:23,ADI Innovation,,,,,INR,Active,false,false,,,,Abu Dhabi,United Arab Emirates,,overseas,,adiinnovation@outlook.com,+971, 55 548 2885,,
2024-03-23 00:30:59,2025-03-18 14:00:22,ALEEMAZ,,,,,INR,Active,false,false,,,,Ad Dawhah,Qatar,,consumer,,shameemsa@gmail.com,,,KL,32-Kerala
2024-03-25 12:28:20,2024-04-07 01:16:58,"Avion Travel, Tourism and Cargo",,,,,INR,Active,false,false,"P.O Box:215; P.C:61,",,Nizwa,Masqat,Oman,,overseas,,info@mechelec.co,,,,
2024-04-20 09:19:44,2024-04-20 09:19:44,PRINTZA Printing Services,,,,,INR,Active,false,false,,,,Abu Dhabi,United Arab Emirates,,overseas,,info@printza.ae,+971,524885804,,
2024-04-27 08:59:20,2024-04-29 14:42:23,Al Banan Cleaning & Pest Control,,,,,INR,Active,false,false,"P.B No 47135, Naif",,Deria,Dubai,United Arab Emirates,,overseas,,sales@albananuae.com,+971,507787300,,
2024-04-30 00:31:22,2025-07-03 10:51:51,MEDIQ Scientific Solutions LLC,,,,,INR,Active,false,false,,,,Ad Dawhah,Qatar,,overseas,,mediqscientific@gmail.com,+974,30116330,,
2024-05-09 19:37:40,2024-05-09 19:38:49,FALCON MEDIA PRODUCTION,,,,,INR,Active,false,false,Media City Sharjah,PO 515000,Al Messaned - Al Mitsannid,Sharjah,United Arab Emirates,,overseas,,info@360infomedia.com,+91,8589010360,,
2024-05-09 19:40:30,2024-05-09 19:40:30,PRINTERS UAE,,,,,INR,Active,false,false,Musaffah,,Sila,Abu Dhabi,United Arab Emirates,,overseas,,info@360infomedia.com,+91,8589010360,,
2024-05-10 17:29:33,2024-05-10 17:32:52,FINPAL QATAR,,,,,INR,Active,false,false,,,,Ad Dawhah,Qatar,,overseas,,rajaie@tasshamjit.com,,,,
2024-05-10 21:22:32,2025-07-25 14:48:36,HEFFL Ventures LLC,,,,,INR,Active,false,false,Khalidiyah Street,Koduvally,Kozhikode,Kerala,India,,business_none,,hadi@heffl.com,+91,7012179326,KL,32-Kerala
2024-05-11 10:46:44,2024-05-11 10:50:23,Cartridge Refill,,,,,INR,Active,false,false,P.O. Box : 36615,,Sharjah,Sharjah,United Arab Emirates,,overseas,,sales@cartridgerefill.ae,+971,507649453,,
2024-05-14 06:07:58,2024-05-14 06:09:14,Afsal Jalal,,,,,INR,Active,false,false,,,,Abu Dhabi,United Arab Emirates,,overseas,,afsaljalal@gmail.com,,,,
2024-05-25 19:10:58,2024-06-14 14:56:23,WESTWOOD TISSUES MANUFACTURING LLC,,,,,INR,Active,false,false,"Shop No. 4,Bahya",,,Abu Dhabi,United Arab Emirates,,overseas,,westwoodtissues23@gmail.com,,,,
2024-05-27 13:28:22,2024-05-27 13:28:22,TechLid IT Solutions,,,,,INR,Active,false,false,Al Saada Tower - شارع الزاهية,,Al Zahiyah,Abu Dhabi,United Arab Emirates,,overseas,,abinbabu.c@gmail.com,,,,
2024-05-28 17:07:51,2024-05-28 17:07:51,IZAR TECHNOLOGY SOLUTIONS,,,,,INR,Active,false,false,"9th Main, 15th Cross",Wilson Garden,Bangalore,Karnataka,India,560030,business_gst,29AFLPN6622D1ZB,asif.nalakath@izarit.com,+91,9880437373,KA,29-Karnataka
2024-06-02 10:07:17,2025-09-11 16:34:49,Momentum Consultancy QFZ LLC,,,,,INR,Active,false,false,"Markaz Almana,Ist Floor, Office No 104",,Najma,Ad Dawhah,Qatar,,overseas,,imameen44@gmail.com,,,,
2024-06-02 10:30:09,2025-05-26 23:56:31,PRIME TRADING,,,,,INR,Active,false,false,"First Floor, Door No. 13/164A, Madhav Arcade","Kottekkad Road, Kutoor",Thrissur,Kerala,India,680013,business_gst,32AAYFP9832F1ZQ,bukhariakn@gmail.com,+91,9544353578,KL,32-Kerala
2024-06-08 10:11:34,2025-06-16 13:59:31,PIXELBIRD LLP,,,,,INR,Active,false,false,,,Kozhikode,Kerala,India,673004,business_gst,32ABCFP1272C1ZU,nabeel@pixelbird.co,+91,8921299510,KL,32-Kerala
2024-06-08 10:40:19,2024-06-08 10:40:19,SAMER GRAPHICS,,,,,INR,Active,false,false,"Madeena Road, Near Salhiya Circle",PO BOX 40033,Riyad,Ar Riyad,Saudi Arabia,11495,overseas,,ayoob@samergraphics.com,+966,507991069,,
2024-06-10 02:07:26,2024-09-25 22:15:05,WE PLACED,Mr.,Jinshad,,,INR,Active,false,false,,,,Abu Dhabi,United Arab Emirates,,overseas,,rizwan@we-placed.com,+971,554119010,,
2024-06-12 09:08:41,2024-06-12 09:08:41,Astralink Freight LLC,,,,,INR,Active,false,false,"Al Hudaiba Awards Buildings,
Block C, Office #318-18",Jumeirah Road,,Dubai,United Arab Emirates,,overseas,,accounts@astralinkfreight.com,+971,564086943,,
2024-06-13 23:07:34,2024-06-13 23:07:34,MAX Lines Logistics and Shipping W.L.L,,,,,INR,Active,false,false,PO Box: 32063,,Doha,Ad Dawhah,Qatar,32063,overseas,,info@maxlineslogistics.com,+974,55720203,,
2024-06-23 22:41:54,2025-07-02 12:59:43,MINNITZ 3560,,ARUN,,,INR,Active,false,false,KKG Building,,Thrissur,Kerala,India,,consumer,,minnitz360@gmail.com,+91,9995310243,KL,32-Kerala
2024-06-26 02:16:13,2024-06-26 02:16:13,WEB ARROW,,,,,INR,Active,false,false,,,,Abu Dhabi,United Arab Emirates,,overseas,,asifc.88@gmail.com,+971,559354546,,
2024-07-09 21:48:38,2025-07-26 13:00:27,Aseel Alfa Trading,,Nasir Mohammed,,,INR,Active,false,false,"Parsi Villa 
Maranchery Post",,Malappuram,Kerala,India,679581,consumer,,info@aseelalfatrading.com,+966,536982699,KL,32-Kerala
2024-07-23 11:01:50,2024-07-23 11:01:50,MECHWISE SOLUTION PRIVATE LIMITED,,,,,INR,Active,false,false,"Mekkadampu, Valakom PO",Muvattupuzha,Ernakulam,Kerala,India,682316,business_gst,32AARCM2121L1ZH,mechwiseparking@gmail.com,+91,8714488558,KL,32-Kerala
2024-07-24 00:39:34,2024-07-24 00:39:34,D MEDIA,,,,,INR,Active,false,false,P.O.Box: 3793,,Doha,Ad Dawhah,Qatar,,overseas,,aziz@dmedia.qa,+974,33894641,,
2024-07-24 13:41:59,2025-05-08 17:39:19,Hashim Al Mosowi General Cont. Est.,,,,,INR,Active,false,false,"P. O. Box 1190,",,Saihat,Al Hudud ash Shamaliyah,Saudi Arabia,,overseas,,info@hmcsa.com,+966,500049161,,
2024-07-31 13:52:29,2024-07-31 13:53:05,Gulf Express Trading Company L.L.C,,,,,INR,Active,false,false,"Al Adamah,",9th Street – Building 7124,Dammam,Al Hudud ash Shamaliyah,Saudi Arabia,32242,overseas,,azeezinma@gmail.com,+966,500523301,,
2024-08-15 11:33:40,2024-08-31 17:36:49,Al SHAROOK AL AHMER,,Al SHAROOK AL AHMER TECHNICAL SERVICES LLC,,,INR,Active,false,false,,,,,United Arab Emirates,,overseas,,hrs1274@gmail.com,+971,551400126,,
2024-08-17 13:01:13,2024-08-17 13:01:13,New Vision Trading and Contracting,,,,,INR,Active,false,false,"P.O Box: 6216
Area 24 Street Number 146 Building 950,",,Office No 4 Floor 4,Ad Dawhah,Qatar,,overseas,,najathulla@newvisiontrading.qa,+974,55507518,,
2024-08-23 10:16:49,2024-08-27 09:39:37,VOLTO PAINTS,,Bejoy John,,,INR,Active,false,false,"Kinfra , Kunnamthanan",Thiruvalla,Pathanamthitta,Kerala,India,,business_gst,32AAKFV3808M1ZV,bejoy@voltopaints.com,+91,9961618449,KL,32-Kerala
2024-08-23 12:00:49,2025-03-19 00:12:15,MEPTREND ENGINEERING PRIVATE LIMITED,,,,,INR,Active,false,false,"Office No. 2A-5, A-Wing, Second Floor, Indeevaram,","Infopark Koratty,  Nalukettu Road, Koratty,",Thrissur,Kerala,India,680308,business_sez,32AASCM2019G2ZL,meptrendengineering@gmail.com,+91,9562011484,KL,32-Kerala
2024-09-02 14:29:25,2024-09-02 14:29:25,HYDROFIT TRADING L.L.C,,,,,INR,Active,false,false,"Po Box:35170, Industrial Area 3",,Caterpillar Road,Sharjah,United Arab Emirates,,overseas,,harris.m@hydrofitme.com,+971,568385394,,
2024-09-24 18:27:30,2024-09-24 18:27:30,KANOTH GENERAL TRADING LLC,,,,,INR,Active,false,false,"Shop No. M12, First Floor,","Al Salam Shopping Centre, Naif,",Deira,Dubai,United Arab Emirates,,overseas,,info@kanothgt.com,+974,74792353,,
2024-09-25 17:58:48,2024-09-25 17:58:48,TREKZEAL TOURS & TRAVELS,,,,,INR,Active,false,false,"HILITE BUSINESS PARK, Olavanna Road,","Pantheerankavu,",Kozhikode,Kerala,India,673014,business_gst,32DHSPA9093M1ZP,support@trekzeal.com,+91,9809980902,KL,32-Kerala
2024-09-25 18:38:21,2025-10-16 20:20:29,English Madrassa for Islamic Study,,,,,INR,Active,false,false,,,,Al Farwaniyah,Kuwait,,overseas,,info@emis-edu.com,,,,
2024-10-01 23:37:28,2024-10-01 23:37:28,CACTUS PROSOFT SOLUTIONS,,Nithish Ravindran,,,INR,Active,false,false,"No. 161-C, opposite to Classic Manor,","Chitilappilly,",Thrissur,Kerala,India,680551,business_gst,32AAKFC4300M1ZP,nithish@cactusprosoft.com,+91,9633789799,KL,32-Kerala
2024-10-03 22:10:13,2024-10-11 16:16:44,PACIO PACK LLP,,,,,INR,Active,false,false,"I, 3/30, Shamshad Building,",Padoor,Thrissur,Kerala,India,680524,business_gst,32AAUFP2189F1ZY,accounts@pacio.design,,,KL,32-Kerala
2024-10-05 09:43:19,2024-10-05 09:43:19,BRIGHT ASSET TRANSIT P LTD,,,,,INR,Active,false,false,"Manalarkavu Street No.8, Viyyoor P.O",,Thrissur,Kerala,India,680010,business_gst,32AAECB5364P1ZE,mail@batsindia.in,+91,9846089158,KL,32-Kerala
2024-10-23 09:59:10,2024-10-23 09:59:10,ELOMECH MEP CONTRACTING PRIVATE LIMITED,,,,,INR,Active,false,false,"First Floor, 23/326/44, N P Tower,","Poonkunnam Road, West Fort",Thrissur,Kerala,India,680004,business_gst,32AAFCE1540D1ZD,elomech@alego.in,+91,7034777702,KL,32-Kerala
2024-10-30 14:01:01,2025-10-28 19:44:16,IOTA TRADING AND LOGISTICS,,,,,INR,Active,false,false,"4th Floor, No, 356, Khatha No.49/30/1/356, 1A Cross,","Winnfield Garden, Shivarama Karanth Nagar,",Bengaluru,Karnataka,India,560077,business_gst,29CAHPR8145Q1ZM,finance@gritink.com,+91,8618730976,KA,29-Karnataka
2024-11-04 01:08:57,2025-03-29 16:55:13,360 INFOMEDIA,,,,,INR,Active,false,false,Doha,,Doha,Ad Dawhah,Qatar,,overseas,,info@360infomedia.com,+91,8589010360,,
2024-11-06 10:02:03,2024-11-06 10:07:42,ZOYON CREATE SENSE,,,,,INR,Active,false,false,"2nd floor, MSS Complex 
Cherooty Road",,Kozhikode,Kerala,India,673001,business_none,,info@zoyon.com,+91,9995223922,KL,32-Kerala
2024-11-20 17:56:45,2025-11-11 20:07:02,BEITH CONVENTION CENTRE,,,,,INR,Active,false,false,Opposite Cochin University Traffic Signal,South Kalamassery,Ernakulam,Kerala,India,682033,business_gst,32AAHFH0661H3ZO,operationmanager@beithhotel.com,+91,8594026555,KL,32-Kerala
2024-11-22 11:44:50,2025-11-23 01:36:13,MESQCO TRADING LLC,,,,,INR,Active,false,false,"M-23,Arzoo building",Al Qusais,,Dubai,United Arab Emirates,,overseas,,qaise@mesqco.com,+91,9539157533,,
2024-11-25 15:42:20,2024-11-25 15:42:20,ZOHOR CONCEPTS,,,,,INR,Active,false,false,,,,Ad Dawhah,Qatar,,overseas,,iamrajaie@gmail.com,+974,59900310,,
2024-11-30 19:07:30,2025-06-24 23:43:27,TECHFORM ESTABLISHMENT,,,,,INR,Active,false,false,"P O Box 2900, Taibah 16",,Al Jubail,Al Hudud ash Shamaliyah,Saudi Arabia,,overseas,,info@techformksa.com,+91,9544881009,,
2024-12-10 11:56:23,2025-11-12 22:08:15,CD BUSINESS SOLUTIONS,,,,,INR,Active,false,false,"Classic Edifice,Door No : 35/189 - D,
Ground Floor,","Beerakutty Nagar Road,
Koonamthai,Edappally North P. O",Cochin,Kerala,India,682024,business_gst,32PWUPS0467Q1Z6,domain@globalbusinesshelper.com,+91,8075945439,KL,32-Kerala
2024-12-10 13:19:15,2025-04-03 14:55:30,Abin Babu C,,,,,INR,Active,false,false,Nadakkavu,,Kozhikode,Kerala,India,673006,consumer,,abinbabu.c@gmail.com,+91,8921319692,KL,32-Kerala
2024-12-15 22:22:09,2025-11-25 16:06:55,HIRA FOUNDATION TRUST,,,,,INR,Active,false,false,"No.52, St Johns Church Road",Coles Park,Bengaluru,Karnataka,India,560005,business_gst,29AAATH3070R1Z5,info@hirafoundation.org,+91,9449809669,KA,29-Karnataka
2024-12-21 12:40:47,2025-05-22 18:04:11,WEBENLIVE INDIA,,Roopesh Dev,,,INR,Active,false,false,Nadakkavu,,Kozhikode,Kerala,India,,business_none,,roopeshdev@gmail.com,,,KL,32-Kerala
2024-12-24 17:28:07,2024-12-24 17:29:22,BCM BUILDERS & ENGINEERS,,,,,INR,Active,false,false,"VADAKKINETH BUILDING, MC Road, Near Federal Bank, CENTURY Junction, Mulakuzha,",Chengannur,Alappuzha,Kerala,India,689505,business_gst,32AFWPC5611E2ZQ,bcmbinu1976@gmail.com,+91,9747060741,KL,32-Kerala
2024-12-24 18:10:15,2024-12-24 18:10:15,OXFORD COMMUNITY COLLEGE,,,,,INR,Active,false,false,"Kadeeja Building, Nilambur Road - 
Manjeri Road Connection",Wandoor,Malappuram,Kerala,India,679328,business_gst,32GBUPS8395P1Z5,oxfordwdr@gmail.com,+91,9447260668,KL,32-Kerala
2024-12-28 01:04:52,2024-12-28 01:04:52,EVESYL,,,,,INR,Active,false,false,,,Tirupur,Tamil Nadu,India,,business_none,,kovaipaneer@gmail.com,+91,9171123004,TN,33-Tamil Nadu
2024-12-30 19:07:28,2024-12-30 19:09:01,ALBAI TRADING & CONTRACTING W.L.L,,,,,INR,Active,false,false,"PO BOX 2485, B1 A1 06
GWC AL WUKAIR LOGISTIC PARK","BUILDING NO.1, STREET NO. 2100 ZONE NO. 91",,Ad Dawhah,Qatar,2485,overseas,,Info@albaiqatar.com,+974,33592257,,
2024-12-31 10:15:16,2024-12-31 10:15:16,ANVESNA SYSTEMS,,,,,INR,Active,false,false,"286/2, Golden Nagar,
Pollachi Rd, Dharapuram",,Tiruppur,Tamil Nadu,India,638657,business_gst,33AXVPP5751D1Z5,kovaipaneer@gmail.com,+91,9171123004,TN,33-Tamil Nadu
2024-12-31 11:06:13,2024-12-31 11:43:10,MYBABA WAY CORPORATION PRIVATE LIMITED,,Rahim Chokli,,,INR,Active,false,false,"100 feet road, 419, 6th St Ext,",,Coimbatore,Tamil Nadu,India,641012,business_gst,33AAJCM1559Q1ZX,doct_art@yahoo.com,+91,9745784731,TN,33-Tamil Nadu
2024-12-31 17:13:53,2024-12-31 17:13:53,Magmax Communication Private Limited,,,,,INR,Active,false,false,Kinfra Indutrial Techno Park,"Park Centre, Kakkanchery",Malappuram,Kerala,India,673634,business_none,,sujith@magmalive.com,+971,504216463,KL,32-Kerala
2025-01-03 10:32:52,2025-05-27 00:22:51,ALEGO FIRE SYSTEMS,,,,,INR,Active,false,false,"TC-23/326/46, NP TOWER, WESTFORT.23, WESTFORT",,Thrissur,Kerala,India,680004,business_gst,32ABEFA7485L1Z5,alegofire@gmail.com,,,KL,32-Kerala
2025-01-09 13:25:27,2025-11-17 17:36:58,MARIA MANAGEMENT SERVICES PRIVATE LIMITED,,,,+91 4844300145,INR,Active,false,false,"4th Floor, Maria arcade ​Chathangattu Road,​",Palarivattom,Kochi,Kerala,India,682025,business_gst,32AAOCM0317R1Z6,info@mariamanagement.com,+91,9633099200,KL,32-Kerala
2025-01-09 16:22:58,2025-02-18 23:23:38,GrowthSense Corporate Solutions Private Limited,,,,,INR,Active,false,false,"66/947 C, C.P. Ummer Road, Pullepady,",,Kochi,Kerala,India,682035,business_none,,anas.salam@growthsense.co,+91,9995881868,KL,32-Kerala
2025-01-09 17:53:03,2025-01-09 17:53:03,ABC FACILITY MANAGEMENT AND SECURITY SERVICES PRIVATE LIMITED,,,,,INR,Active,false,false,"4th Floor,  Maria Arcade, Chathangattu Road,",KochiPalarivattom,,Kerala,India,682025,business_gst,32AAKCA0024F1ZF,admin@abcfacilitymanagement.com,,,KL,32-Kerala
2025-01-17 00:22:09,2025-01-17 00:22:09,Nature DOT,,,,,INR,Active,false,false,Perumpilavu,,Thrissur,Kerala,India,,business_none,,haikumediasolutions@gmail.com,,,KL,32-Kerala
2025-01-17 01:11:52,2025-01-17 01:11:52,SPACE LINE Tours And Travels,,,,,INR,Active,false,false,"Thatha Building, Kunnamkulam Road,",Chavakkad,Thrissur,Kerala,India,680506,business_none,,spacelineckd@gmail.com,,,KL,32-Kerala
2025-01-17 17:42:56,2025-01-17 17:42:56,ANJANA TECHNOLOGIES SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,,,INR,Active,false,false,"ul. WILLIAMA HEERLEINA LINDLEYA, nr 16, lok",,02-013 WARSZAWA,,Poland,,overseas,,rajeshsudhakarannair@gmail.com,,,,
2025-01-22 14:48:08,2025-01-22 14:48:08,RASHA TRADE LINKS,,,,,INR,Active,false,false,"Tharakkandam Estate,
Kurusupally Road",Ravipuram,Kochi,Kerala,India,682015,business_gst,32AHIPR8319J1Z0,info@rashaindia.com,+91,9895121416,KL,32-Kerala
2025-01-29 11:50:01,2025-01-29 11:50:01,TERRAHOME CONCEPTS & CONSTRUCTIONS,,,,,INR,Active,false,false,"No. A-31, Kamadhenu Layout, B. Narayanpura Dooravaninagar Post, Behind Wolkswagon Showroom, Outer Ring Road, Mahadevapura",,Bengaluru,Karnataka,India,560016,business_gst,29ADIPN5484C1ZA,hamsa@terrahome.in,+91,9448050375,KA,29-Karnataka
2025-02-02 11:49:36,2025-02-02 11:58:46,ANSAR HOSPITAL,,,,+919947098267,INR,Active,false,false,"SH 69, Ansar Nagar",Perumpilavu,Thrissur,Kerala,India,680519,business_gst,32AAATA3304R1ZW,info@ansarhospital.com,+91,9447733856,KL,32-Kerala
2025-02-03 14:15:30,2025-05-19 00:13:10,MEDHUB,,,,,INR,Active,false,false,,,Dubai,Dubai,United Arab Emirates,,overseas,,musthafa@medhubuae.com,+971,547336363,,
2025-02-04 12:47:13,2025-02-04 12:47:13,PERIYAR CLUB,,,,,INR,Active,false,false,"Swargam Road, Desom P O",Aluva,Ernakulam,Kerala,India,683102,business_gst,32AABTP2495H4ZG,periyarclubdesom@gmail.com,+91,9496141283,KL,32-Kerala
2025-02-05 16:06:48,2025-02-13 18:02:39,RYDEEASY MOBILITY PRIVATE LIMITED,,,,,INR,Active,false,false,"317 C, Thattanpadi",Edappal,Malappuram,Kerala,India,679576,business_none,,gishglobe@gmail.com,+91,9895889935,KL,32-Kerala
2025-02-06 17:45:38,2025-02-06 17:45:38,QBEE Honey,,,,,INR,Active,false,false,Veliyancode,,Malappuram,Kerala,India,679579,business_none,,naeemvkd@gmail.com,+91,9946252076,KL,32-Kerala
2025-02-07 12:17:38,2025-02-07 12:17:38,"AMBALATH BUILDERS , DEVELOPERS",,,,+914872557001,INR,Active,false,false,"Near Devaswom School Guruvayur, 
East Nada,",Guruvayur,Thrissur,Kerala,India,680506,business_gst,32BIRPA5360H1ZE,info@ambalathbuilders.com,+91,9995999300,KL,32-Kerala
2025-02-11 17:09:22,2025-02-11 17:09:22,STALWART FM,,,,,INR,Active,false,false,"Lapinta, Mini Bypass Road, 
Kalluthnkadavu",Puthiyara PO,Kozhikode,Kerala,India,673004,business_none,,webdesign@ramal.marketing,+91,7293183471,KL,32-Kerala
2025-02-15 16:48:34,2025-02-15 16:48:34,MEDICINA UNANI HOSPITAL PRIVATE LIMITED,,,,,INR,Active,false,false,"Behind Pisharodys Restaurant, 
College Stop",Pattambi,Palakkad,Kerala,India,679313,business_gst,32AAKCM4375K1Z6,drvahab@medicinaunani.com,+91,9995409400,KL,32-Kerala
2025-02-18 17:38:27,2025-02-18 17:49:03,Microtec Educational Services,,,,,INR,Active,false,false,"3rd floor, City Castle Building",East fort Jn.,Thrissur,Kerala,India,680005 ,business_none,,info@microtec.in,+91,9495222277,KL,32-Kerala
2025-02-19 12:31:05,2025-02-19 13:30:15,"BENU VARGESE,P W D CONTRACTOR",,,,,INR,Active,false,false,"Karimpinkalayil Towers,
Engg. College Junction",Chengannur,Alappuzha,Kerala,India,689121,business_gst,32AKSPV5804H1ZS,benu@aescon.in,+91,9895806380,KL,32-Kerala
2025-02-25 12:25:15,2025-02-25 12:25:15,HANI KHALID SALEH ALQABBA GEN. Contacting Est,,,,,INR,Active,false,false,PO Box 32817,"Danah,",Ras Tanura,Al Hudud ash Shamaliyah,Saudi Arabia,,overseas,,,+91,7736227745,,
2025-02-25 18:59:07,2025-02-25 18:59:07,PANORAMA TOURISM,,,,,INR,Active,false,false,Panorama Tourism,,Dubai,,United Arab Emirates,,overseas,,admin@panorama-tourism.com,+91,9020080018,,
2025-03-06 15:09:32,2025-03-06 15:09:32,SNAJ VENTURES,,,,,INR,Active,false,false,"Door No.378/B4, Calicut Road",Ramapuram,Malappuram,Kerala,India,679321,business_gst,32AEYFS3370R1Z1,info@snajventures.com,+91,9995965380,KL,32-Kerala
2025-03-07 15:04:35,2025-03-07 15:04:35,AL SAHM AL DHAHBI Cargo & Clearing LLC,,,,,INR,Active,false,false,"​25, Baghdad street
​G Floor 49985 09749",,Rawdha 2,Ajman,United Arab Emirates,,overseas,,info@inovextec.com,+971,504308258,,
2025-03-09 19:18:28,2025-03-09 19:20:23,EAGLE AUTO SPARE PARTS,,,,,INR,Active,false,false,"St #10, Al Wakalat Street,",Industrial Area,,Ad Dawhah,Qatar,,overseas,,info@eagle-autoparts.com,+974,74792353,,
2025-03-09 19:25:17,2025-03-09 19:25:17,UNITED EAGLE TRADING COMPANY,,,,,INR,Active,false,false,,,,Ar Riyad,Saudi Arabia,,overseas,,info@boltecksa.com,+974,74792353,,
2025-03-10 14:50:03,2025-03-10 14:50:03,MIT MERCY INSTITUTE OF TECHNOLOGY LLP,,,,,INR,Active,false,false,"37/178, Punnathoor Road,","Puthenpally P.O, Guruvayur",Thrissur,Kerala,India,680103,business_gst,32ABZFM1228L1ZV,info@mercycollege.co.in,+91,9037218751,KL,32-Kerala
2025-03-10 16:21:48,2025-03-10 16:21:48,WORLD AIR HOLIDAYS,,,,,INR,Active,false,false,"2/446 Ground Floor,",Trithala,Palakkad,Kerala,India,,business_gst,32AGFPN3737Q1ZZ,nisar@worldairholidays.com,+91,9847588087,KL,32-Kerala
2025-03-12 11:40:44,2025-06-02 18:16:12,NEXKARE HOSPITALITY PRIVATE LIMITED,,,,,INR,Active,false,false,"8/437 - F 2nd Floor, Paramban Tower,","NH 66 Bypass Flyover, Ramanattukara",Kozhikode,Kerala,India,673633,business_gst,32AAJCN4027E1ZU,am.it@nexstay.co,+91,7356894333,KL,32-Kerala
2025-03-18 16:13:58,2025-03-18 16:13:58,ARCHLINK ARCHITECTS & DESIGNERS,,,,,INR,Active,false,false,"11/194 B & C, Opp Rice and Fish Restaurant, Thrissur Road","Valayamkulam, Alamkode",Malappuram,Kerala,India,679591,business_gst,32ABMFA0466H1ZN,info@archlinkgroup.com,+91,9567968511,KL,32-Kerala
2025-03-18 17:01:26,2025-03-18 17:01:26,RN DESIGNERS,,Razi Mohamed,Abdul Razack,,INR,Active,false,false,"Thekkanthiruthumal House
Kochanoor Post",,Thrissur,Kerala,India,679562,business_none,,info@rndesigners.com,+974,33897346,KL,32-Kerala
2025-03-19 11:14:36,2025-03-19 11:14:36,MVM Residential Higher Secondary School,,,,,INR,Active,false,false,"Valayamkulam, Kokkur",,Malappuram,Kerala,India,679591,consumer,,info@mvmrhss.com,+91,9947551979,KL,32-Kerala
2025-03-19 16:04:37,2025-03-19 16:04:37,PANEL INDIA INTERIOR & CONTRACTS PVT LTD,,,,,INR,Active,false,false,"NO 259 1ST FLOOR 9TH B MAIN,  KALYAN NAGAR PO",BANASWADI,BENGALURU,Karnataka,India,,business_gst,29AAJCP0738N1ZU,abdul@panelindia.in,+91,9844068622,KA,29-Karnataka
2025-03-20 16:57:11,2025-03-20 16:57:11,AMEES CLOTHING COMPANY,,,,,INR,Active,false,false,"Seegehalli Village Road, Battarahalli,",K R Puram,Bengaluru,Karnataka,India,560049,business_gst,29AAWPU1523G1Z7,usman@ameesclothing.com,+91,9739049147,KA,29-Karnataka
